,Unnamed: 0,Ticker_Symbol,Years,Period_Ending, Total _Revenue ,Revenue,COGS ," Sales, General and Admin. ",R&D,Unnamed: 9,Unnamed: 10, Other_Operating_expense,GICS_Sector,GICS_Sub_Industry,Unnamed: 14,Unnamed: 15,Column1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
1405,1468,SWK,Year 3,01-02-2016," $11,171,800,000 ",11171800000.0," $7,099,800,000 "," $2,681,100,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Household Appliances,,,,,,    ,,
1406,1469,SWK,Year 4,12/31/2016," $11,406,900,000 ",11406900000.0," $7,139,700,000 "," $2,798,900,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Household Appliances,,,,,,    ,,
1407,1470,SWKS,Year 1,9/27/2013," $1,792,000,000 ",1792000000.0," $1,025,400,000 "," $159,700,000 "," $226,300,000 "," 226,300,000 "," 226,300,000 "," $29,100,000 ",Information Technology,Semiconductors,,,,,," 226,300,000 ",,
1408,1471,SWKS,Year 2,10-03-2014," $2,291,500,000 ",2291500000.0," $1,268,800,000 "," $179,100,000 "," $252,200,000 "," 252,200,000 "," 252,200,000 "," $25,900,000 ",Information Technology,Semiconductors,,,,,," 252,200,000 ",,
1409,1472,SWKS,Year 3,10-02-2015," $3,258,400,000 ",3258400000.0," $1,703,900,000 "," $191,300,000 "," $303,200,000 "," 303,200,000 "," 303,200,000 "," $33,500,000 ",Information Technology,Semiconductors,,,,,," 303,200,000 ",,
1410,1473,SWKS,Year 4,9/30/2016," $3,289,000,000 ",3289000000.0," $1,623,800,000 "," $195,900,000 "," $312,400,000 "," 312,400,000 "," 312,400,000 "," $33,400,000 ",Information Technology,Semiconductors,,,,,," 312,400,000 ",,
1411,1474,SWN,Year 1,12/31/2012," $2,730,000,000 ",2730000000.0," $245,000,000 "," $835,000,000 ", $-   , -   ,    ," $811,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1412,1475,SWN,Year 2,12/31/2013," $3,371,000,000 ",3371000000.0," $328,000,000 "," $1,052,000,000 ", $-   , -   ,    ," $787,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1413,1476,SWN,Year 3,12/31/2014," $4,038,000,000 ",4038000000.0," $427,000,000 "," $1,296,000,000 ", $-   , -   ,    ," $942,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1414,1477,SWN,Year 4,12/31/2015," $3,133,000,000 ",3133000000.0," $689,000,000 "," $1,208,000,000 ", $-   , -   ,    ," $1,091,000,000 ",Energy,Oil & Gas Exploration & Production,,,,,,    ,,
1415,1478,SYF,Year 1,12/31/2012," $10,793,000,000 ",10793000000.0," $362,000,000 "," $2,123,000,000 ", $-   , -   ,    ," $4,549,000,000 ",Financials,Consumer Finance,,,,,,    ,,
1416,1479,SYF,Year 2,12/31/2013," $11,813,000,000 ",11813000000.0," $374,000,000 "," $2,484,000,000 ", $-   , -   ,    ," $5,445,000,000 ",Financials,Consumer Finance,,,,,,    ,,
1417,1480,SYF,Year 3,12/31/2014," $12,727,000,000 ",12727000000.0," $470,000,000 "," $2,927,000,000 ", $-   , -   ,    ," $5,492,000,000 ",Financials,Consumer Finance,,,,,,    ,,
1418,1481,SYF,Year 4,12/31/2015," $13,620,000,000 ",13620000000.0," $607,000,000 "," $3,264,000,000 ", $-   , -   ,    ," $5,690,000,000 ",Financials,Consumer Finance,,,,,,    ,,
1419,1482,SYK,Year 1,12/31/2013," $9,021,000,000 ",9021000000.0," $3,002,000,000 "," $4,089,000,000 "," $536,000,000 "," 536,000,000 "," 536,000,000 "," $138,000,000 ",Health Care,Health Care Equipment,,,,,," 536,000,000 ",,
1420,1483,SYK,Year 2,12/31/2014," $9,675,000,000 ",9675000000.0," $3,319,000,000 "," $4,308,000,000 "," $614,000,000 "," 614,000,000 "," 614,000,000 "," $188,000,000 ",Health Care,Health Care Equipment,,,,,," 614,000,000 ",,
1421,1484,SYK,Year 3,12/31/2015," $9,946,000,000 ",9946000000.0," $3,344,000,000 "," $3,906,000,000 "," $625,000,000 "," 625,000,000 "," 625,000,000 "," $210,000,000 ",Health Care,Health Care Equipment,,,,,," 625,000,000 ",,
1422,1485,SYK,Year 4,12/31/2016," $11,325,000,000 ",11325000000.0," $3,830,000,000 "," $4,295,000,000 "," $715,000,000 "," 715,000,000 "," 715,000,000 "," $319,000,000 ",Health Care,Health Care Equipment,,,,,," 715,000,000 ",,
1423,1486,SYMC,Year 1,3/29/2013," $6,906,000,000 ",6906000000.0," $1,175,000,000 "," $3,236,000,000 "," $1,026,000,000 "," 1,026,000,000 "," 1,026,000,000 "," $286,000,000 ",Information Technology,Application Software,,,,,," 1,026,000,000 ",,
1424,1487,SYMC,Year 2,3/28/2014," $4,183,000,000 ",4183000000.0," $791,000,000 "," $2,186,000,000 "," $722,000,000 "," 722,000,000 "," 722,000,000 "," $93,000,000 ",Information Technology,Application Software,,,,,," 722,000,000 ",,
1425,1488,SYMC,Year 3,04-03-2015," $3,956,000,000 ",3956000000.0," $727,000,000 "," $2,012,000,000 "," $812,000,000 "," 812,000,000 "," 812,000,000 "," $87,000,000 ",Information Technology,Application Software,,,,,," 812,000,000 ",,
1426,1489,SYMC,Year 4,04-01-2016," $3,600,000,000 ",3600000000.0," $615,000,000 "," $1,587,000,000 "," $748,000,000 "," 748,000,000 "," 748,000,000 "," $57,000,000 ",Information Technology,Application Software,,,,,," 748,000,000 ",,
1427,1490,SYY,Year 1,6/29/2013," $44,411,233,000 ",44411233000.0," $36,414,626,000 "," $6,338,129,000 ", $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1428,1491,SYY,Year 2,6/28/2014," $46,516,712,000 ",46516712000.0," $38,335,677,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1429,1492,SYY,Year 3,6/27/2015," $48,680,752,000 ",48680752000.0," $40,129,236,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1430,1493,SYY,Year 4,07-02-2016," $50,366,919,000 ",50366919000.0," $41,326,447,000 ", $-   , $-   , -   ,    , $-   ,Consumer Staples,Food Distributors,,,,,,    ,,
1431,1494,T,Year 1,12/31/2012," $127,434,000,000 ",127434000000.0," $55,228,000,000 "," $41,066,000,000 ", $-   , -   ,    ," $18,143,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1432,1495,T,Year 2,12/31/2013," $128,752,000,000 ",128752000000.0," $51,191,000,000 "," $28,414,000,000 ", $-   , -   ,    ," $18,395,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1433,1496,T,Year 3,12/31/2014," $132,447,000,000 ",132447000000.0," $60,145,000,000 "," $41,817,000,000 ", $-   , -   ,    ," $18,273,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1434,1497,T,Year 4,12/31/2015," $146,801,000,000 ",146801000000.0," $67,046,000,000 "," $32,954,000,000 ", $-   , -   ,    ," $22,016,000,000 ",Telecommunications Services,Integrated Telecommunications Services,,,,,,    ,,
1435,1498,TAP,Year 1,12/31/2013," $4,206,100,000 ",4206100000.0," $2,545,600,000 "," $1,193,800,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1436,1499,TAP,Year 2,12/31/2014," $4,146,300,000 ",4146300000.0," $2,493,300,000 "," $1,163,900,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1437,1500,TAP,Year 3,12/31/2015," $3,567,500,000 ",3567500000.0," $2,163,500,000 "," $1,051,800,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1438,1501,TAP,Year 4,12/31/2016," $4,885,000,000 ",4885000000.0," $3,003,100,000 "," $1,597,300,000 ", $-   , -   ,    , $-   ,Consumer Staples,Brewers,,,,,,    ,,
1439,1502,TDC,Year 1,12/31/2012," $2,665,000,000 ",2665000000.0," $1,174,000,000 "," $728,000,000 "," $183,000,000 "," 183,000,000 "," 183,000,000 ", $-   ,Information Technology,Application Software,,,,,," 183,000,000 ",,
1440,1503,TDC,Year 2,12/31/2013," $2,692,000,000 ",2692000000.0," $1,219,000,000 "," $757,000,000 "," $184,000,000 "," 184,000,000 "," 184,000,000 ", $-   ,Information Technology,Application Software,,,,,," 184,000,000 ",,
1441,1504,TDC,Year 3,12/31/2014," $2,732,000,000 ",2732000000.0," $1,253,000,000 "," $770,000,000 "," $206,000,000 "," 206,000,000 "," 206,000,000 ", $-   ,Information Technology,Application Software,,,,,," 206,000,000 ",,
1442,1505,TDC,Year 4,12/31/2015," $2,530,000,000 ",2530000000.0," $1,254,000,000 "," $765,000,000 "," $228,000,000 "," 228,000,000 "," 228,000,000 ", $-   ,Information Technology,Application Software,,,,,," 228,000,000 ",,
1443,1506,TDG,Year 1,9/30/2013," $1,924,400,000 ",1924400000.0," $874,838,000 "," $254,468,000 ", $-   , -   ,    ," $45,639,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1444,1507,TDG,Year 2,9/30/2014," $2,372,906,000 ",2372906000.0," $1,105,032,000 "," $276,446,000 ", $-   , -   ,    ," $63,608,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1445,1508,TDG,Year 3,9/30/2015," $2,707,115,000 ",2707115000.0," $1,257,270,000 "," $321,624,000 ", $-   , -   ,    ," $54,219,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1446,1509,TDG,Year 4,9/30/2016," $3,171,411,000 ",3171411000.0," $1,443,348,000 "," $382,858,000 ", $-   , -   ,    ," $77,445,000 ",Industrials,Aerospace & Defense,,,,,,    ,,
1447,1510,TEL,Year 1,9/27/2013," $11,390,000,000 ",11390000000.0," $7,739,000,000 "," $1,440,000,000 "," $590,000,000 "," 590,000,000 "," 590,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 590,000,000 ",,
1448,1511,TEL,Year 2,9/26/2014," $11,973,000,000 ",11973000000.0," $8,001,000,000 "," $1,534,000,000 "," $583,000,000 "," 583,000,000 "," 583,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 583,000,000 ",,
1449,1512,TEL,Year 3,9/25/2015," $12,233,000,000 ",12233000000.0," $8,146,000,000 "," $1,504,000,000 "," $627,000,000 "," 627,000,000 "," 627,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 627,000,000 ",,
1450,1513,TEL,Year 4,9/30/2016," $12,238,000,000 ",12238000000.0," $8,205,000,000 "," $1,463,000,000 "," $644,000,000 "," 644,000,000 "," 644,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services,,,,,," 644,000,000 ",,
1451,1514,TGNA,Year 1,12/30/2012," $5,353,197,000 ",5353197000.0," $2,943,847,000 "," $1,303,427,000 ", $-   , -   ,    ," $194,039,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1452,1515,TGNA,Year 2,12/29/2013," $1,603,123,000 ",1603123000.0," $662,769,000 "," $531,932,000 ", $-   , -   ,    ," $74,833,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1453,1516,TGNA,Year 3,12/31/2014," $2,626,141,000 ",2626141000.0," $954,990,000 "," $766,854,000 ", $-   , -   ,    ," $151,837,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1454,1517,TGNA,Year 4,12/31/2015," $3,050,945,000 ",3050945000.0," $923,336,000 "," $1,068,221,000 ", $-   , -   ,    ," $205,087,000 ",Consumer Discretionary,Publishing,,,,,,    ,,
1455,1518,TGT,Year 1,02-02-2013," $73,301,000,000 ",73301000000.0," $50,568,000,000 "," $15,110,000,000 ", $-   , -   ,    ," $2,044,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1456,1519,TGT,Year 2,02-01-2014," $71,279,000,000 ",71279000000.0," $50,039,000,000 "," $14,465,000,000 ", $-   , -   ,    ," $1,996,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1457,1520,TGT,Year 3,1/31/2015," $72,618,000,000 ",72618000000.0," $51,278,000,000 "," $14,676,000,000 ", $-   , -   ,    ," $2,129,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1458,1521,TGT,Year 4,1/30/2016," $73,785,000,000 ",73785000000.0," $51,997,000,000 "," $14,665,000,000 ", $-   , -   ,    ," $2,213,000,000 ",Consumer Discretionary,General Merchandise Stores,,,,,,    ,,
1459,1522,TIF,Year 1,1/31/2013," $3,794,249,000 ",3794249000.0," $1,630,965,000 "," $1,466,067,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1460,1523,TIF,Year 2,1/31/2014," $4,031,100,000 ",4031100000.0," $1,690,700,000 "," $2,036,100,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1461,1524,TIF,Year 3,1/31/2015," $4,249,900,000 ",4249900000.0," $1,712,700,000 "," $1,645,800,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1462,1525,TIF,Year 4,1/31/2016," $4,104,900,000 ",4104900000.0," $1,613,600,000 "," $1,731,200,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1463,1526,TJX,Year 1,02-02-2013," $25,878,372,000 ",25878372000.0," $18,521,400,000 "," $4,250,446,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1464,1527,TJX,Year 2,02-01-2014," $27,422,696,000 ",27422696000.0," $19,605,037,000 "," $4,467,089,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1465,1528,TJX,Year 3,1/31/2015," $29,078,407,000 ",29078407000.0," $20,776,522,000 "," $4,695,384,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1466,1529,TJX,Year 4,1/30/2016," $30,944,938,000 ",30944938000.0," $22,034,523,000 "," $5,205,715,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Apparel Retail,,,,,,    ,,
1467,1530,TMK,Year 1,12/31/2012," $3,589,516,000 ",3589516000.0," $1,955,682,000 ", $-   , $-   , -   ,    ," $787,329,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1468,1531,TMK,Year 2,12/31/2013," $3,494,253,000 ",3494253000.0," $1,838,766,000 ", $-   , $-   , -   ,    ," $819,711,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1469,1532,TMK,Year 3,12/31/2014," $3,620,095,000 ",3620095000.0," $1,903,384,000 ", $-   , $-   , -   ,    ," $855,908,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1470,1533,TMK,Year 4,12/31/2015," $3,766,065,000 ",3766065000.0," $2,016,212,000 ", $-   , $-   , -   ,    ," $907,024,000 ",Financials,Life & Health Insurance,,,,,,    ,,
1471,1534,TMO,Year 1,12/31/2012," $12,509,900,000 ",12509900000.0," $7,214,400,000 "," $3,354,900,000 "," $376,400,000 "," 376,400,000 "," 376,400,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 376,400,000 ",,
1472,1535,TMO,Year 2,12/31/2013," $13,090,300,000 ",13090300000.0," $7,561,200,000 "," $3,446,300,000 "," $395,500,000 "," 395,500,000 "," 395,500,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 395,500,000 ",,
1473,1536,TMO,Year 3,12/31/2014," $16,889,600,000 ",16889600000.0," $9,397,600,000 "," $4,896,100,000 "," $691,100,000 "," 691,100,000 "," 691,100,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 691,100,000 ",,
1474,1537,TMO,Year 4,12/31/2015," $16,965,400,000 ",16965400000.0," $9,209,500,000 "," $4,612,100,000 "," $692,300,000 "," 692,300,000 "," 692,300,000 ", $-   ,Health Care,Health Care Equipment,,,,,," 692,300,000 ",,
1475,1538,TRIP,Year 1,12/31/2012," $763,000,000 ",763000000.0," $12,000,000 "," $429,000,000 ", $-   , -   ,    ," $26,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1476,1539,TRIP,Year 2,12/31/2013," $945,000,000 ",945000000.0," $18,000,000 "," $597,000,000 ", $-   , -   ,    ," $36,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1477,1540,TRIP,Year 3,12/31/2014," $1,246,000,000 ",1246000000.0," $40,000,000 "," $801,000,000 ", $-   , -   ,    ," $65,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1478,1541,TRIP,Year 4,12/31/2015," $1,492,000,000 ",1492000000.0," $58,000,000 "," $1,109,000,000 ", $-   , -   ,    ," $93,000,000 ",Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,    ,,
1479,1542,TRV,Year 1,12/31/2013," $26,191,000,000 ",26191000000.0," $13,307,000,000 "," $3,757,000,000 ", $-   , -   ,    ," $3,821,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1480,1543,TRV,Year 2,12/31/2014," $27,174,000,000 ",27174000000.0," $13,870,000,000 "," $3,964,000,000 ", $-   , -   ,    ," $3,882,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1481,1544,TRV,Year 3,12/31/2015," $26,815,000,000 ",26815000000.0," $13,723,000,000 "," $4,094,000,000 ", $-   , -   ,    ," $3,885,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1482,1545,TRV,Year 4,12/31/2016," $27,625,000,000 ",27625000000.0," $15,070,000,000 "," $4,154,000,000 ", $-   , -   ,    ," $3,985,000,000 ",Financials,Property & Casualty Insurance,,,,,,    ,,
1483,1546,TSCO,Year 1,12/29/2012," $4,664,120,000 ",4664120000.0," $3,098,066,000 "," $1,040,287,000 ", $-   , -   ,    ," $88,975,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1484,1547,TSCO,Year 2,12/28/2013," $5,164,784,000 ",5164784000.0," $3,411,175,000 "," $1,138,934,000 ", $-   , -   ,    ," $100,025,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1485,1548,TSCO,Year 3,12/27/2014," $5,711,715,000 ",5711715000.0," $3,761,300,000 "," $1,246,308,000 ", $-   , -   ,    ," $114,635,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1486,1549,TSCO,Year 4,12/26/2015," $6,226,507,000 ",6226507000.0," $4,083,333,000 "," $1,369,097,000 ", $-   , -   ,    ," $123,569,000 ",Consumer Discretionary,Specialty Retail,,,,,,    ,,
1487,1550,TSN,Year 1,10-03-2013," $34,374,000,000 ",34374000000.0," $32,016,000,000 "," $983,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1488,1551,TSN,Year 2,10-03-2014," $37,580,000,000 ",37580000000.0," $34,895,000,000 "," $1,255,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1489,1552,TSN,Year 3,10-03-2015," $41,373,000,000 ",41373000000.0," $37,456,000,000 "," $1,748,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1490,1553,TSN,Year 4,10-01-2016," $36,881,000,000 ",36881000000.0," $32,184,000,000 "," $1,864,000,000 ", $-   , -   ,    , $-   ,Consumer Staples,Packaged Foods & Meats,,,,,,    ,,
1491,1554,TSO,Year 1,12/31/2012," $29,809,000,000 ",29809000000.0," $26,045,000,000 "," $1,702,000,000 ", $-   , -   ,    ," $418,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1492,1555,TSO,Year 2,12/31/2013," $37,601,000,000 ",37601000000.0," $34,085,000,000 "," $2,248,000,000 ", $-   , -   ,    ," $489,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1493,1556,TSO,Year 3,12/31/2014," $40,633,000,000 ",40633000000.0," $35,673,000,000 "," $2,762,000,000 ", $-   , -   ,    ," $562,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1494,1557,TSO,Year 4,12/31/2015," $28,711,000,000 ",28711000000.0," $22,466,000,000 "," $2,620,000,000 ", $-   , -   ,    ," $756,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation,,,,,,    ,,
1495,1558,TSS,Year 1,12/31/2012," $1,793,557,000 ",1793557000.0," $1,189,341,000 "," $247,597,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1496,1559,TSS,Year 2,12/31/2013," $2,064,305,000 ",2064305000.0," $1,369,438,000 "," $312,367,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1497,1560,TSS,Year 3,12/31/2014," $2,446,877,000 ",2446877000.0," $1,668,892,000 "," $346,345,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1498,1561,TSS,Year 4,12/31/2015," $2,779,541,000 ",2779541000.0," $1,855,181,000 "," $390,253,000 ", $-   , -   ,    , $-   ,Information Technology,Internet Software & Services,,,,,,    ,,
1499,1562,TXN,Year 1,12/31/2012," $12,825,000,000 ",12825000000.0," $6,457,000,000 "," $1,804,000,000 "," $1,877,000,000 "," 1,877,000,000 "," 1,877,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,877,000,000 ",,
1500,1563,TXN,Year 2,12/31/2013," $12,205,000,000 ",12205000000.0," $5,841,000,000 "," $1,858,000,000 "," $1,522,000,000 "," 1,522,000,000 "," 1,522,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,522,000,000 ",,
1501,1564,TXN,Year 3,12/31/2014," $13,045,000,000 ",13045000000.0," $5,618,000,000 "," $1,843,000,000 "," $1,358,000,000 "," 1,358,000,000 "," 1,358,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,358,000,000 ",,
1502,1565,TXN,Year 4,12/31/2015," $13,000,000,000 ",13000000000.0," $5,440,000,000 "," $1,748,000,000 "," $1,280,000,000 "," 1,280,000,000 "," 1,280,000,000 ", $-   ,Information Technology,Semiconductors,,,,,," 1,280,000,000 ",,
1503,1566,TXT,Year 1,12/29/2012," $12,237,000,000 ",12237000000.0," $10,019,000,000 "," $1,165,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1504,1567,TXT,Year 2,12/28/2013," $12,104,000,000 ",12104000000.0," $10,131,000,000 "," $1,126,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1505,1568,TXT,Year 3,01-03-2015," $13,878,000,000 ",13878000000.0," $11,421,000,000 "," $1,361,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1506,1569,TXT,Year 4,01-02-2016," $13,423,000,000 ",13423000000.0," $10,979,000,000 "," $1,304,000,000 ", $-   , -   ,    , $-   ,Industrials,Industrial Conglomerates,,,,,,    ,,
1507,1570,UA,Year 1,12/31/2012," $1,834,921,000 ",1834921000.0," $955,624,000 "," $670,602,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1508,1571,UA,Year 2,12/31/2013," $2,332,051,000 ",2332051000.0," $1,195,381,000 "," $871,572,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1509,1572,UA,Year 3,12/31/2014," $3,084,370,000 ",3084370000.0," $1,572,164,000 "," $1,158,251,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1510,1573,UA,Year 4,12/31/2015," $3,963,313,000 ",3963313000.0," $2,057,766,000 "," $1,497,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1511,1574,UAA,Year 1,12/31/2012," $1,834,921,000 ",1834921000.0," $955,624,000 "," $670,602,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1512,1575,UAA,Year 2,12/31/2013," $2,332,051,000 ",2332051000.0," $1,195,381,000 "," $871,572,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1513,1576,UAA,Year 3,12/31/2014," $3,084,370,000 ",3084370000.0," $1,572,164,000 "," $1,158,251,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1514,1577,UAA,Year 4,12/31/2015," $3,963,313,000 ",3963313000.0," $2,057,766,000 "," $1,497,000,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,,,,,    ,,
1515,1578,UAL,Year 1,12/31/2012," $37,152,000,000 ",37152000000.0," $17,820,000,000 "," $16,448,000,000 ", $-   , -   ,    ," $1,522,000,000 ",Industrials,Airlines,,,,,,    ,,
1516,1579,UAL,Year 2,12/31/2013," $38,279,000,000 ",38279000000.0," $17,192,000,000 "," $17,629,000,000 ", $-   , -   ,    ," $1,689,000,000 ",Industrials,Airlines,,,,,,    ,,
1517,1580,UAL,Year 3,12/31/2014," $38,901,000,000 ",38901000000.0," $16,611,000,000 "," $17,795,000,000 ", $-   , -   ,    ," $1,679,000,000 ",Industrials,Airlines,,,,,,    ,,
1518,1581,UAL,Year 4,12/31/2015," $37,864,000,000 ",37864000000.0," $12,130,000,000 "," $18,423,000,000 ", $-   , -   ,    ," $1,819,000,000 ",Industrials,Airlines,,,,,,    ,,
1519,1582,UDR,Year 1,12/31/2012," $716,612,000 ",716612000.0," $245,316,000 "," $58,005,000 ", $-   , -   ,    ," $346,031,000 ",Real Estate,Residential REITs,,,,,,    ,,
1520,1583,UDR,Year 2,12/31/2013," $758,926,000 ",758926000.0," $258,612,000 "," $37,121,000 ", $-   , -   ,    ," $346,273,000 ",Real Estate,Residential REITs,,,,,,    ,,
1521,1584,UDR,Year 3,12/31/2014," $818,046,000 ",818046000.0," $270,741,000 "," $56,612,000 ", $-   , -   ,    ," $363,929,000 ",Real Estate,Residential REITs,,,,,,    ,,
1522,1585,UDR,Year 4,12/31/2015," $894,638,000 ",894638000.0," $282,037,000 "," $71,733,000 ", $-   , -   ,    ," $381,277,000 ",Real Estate,Residential REITs,,,,,,    ,,
1523,1590,ULTA,Year 1,02-02-2013," $2,220,256,000 ",2220256000.0," $1,436,582,000 "," $488,880,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1524,1591,ULTA,Year 2,02-02-2014," $2,670,573,000 ",2670573000.0," $1,729,325,000 "," $596,390,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1525,1592,ULTA,Year 3,1/31/2015," $3,241,369,000 ",3241369000.0," $2,104,582,000 "," $712,006,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1526,1593,ULTA,Year 4,1/31/2016," $3,924,116,000 ",3924116000.0," $2,539,783,000 "," $863,354,000 ", $-   , -   ,    , $-   ,Consumer Discretionary,Specialty Stores,,,,,,    ,,
1527,1594,UNH,Year 1,12/31/2013," $122,489,000,000 ",122489000000.0," $89,659,000,000 ", $-   , $-   , -   ,    ," $23,207,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
1528,1595,UNH,Year 2,12/31/2014," $130,474,000,000 ",130474000000.0," $93,633,000,000 ", $-   , $-   , -   ,    ," $26,567,000,000 ",Health Care,Managed Health Care,,,,,,    ,,
